X,Y,objectid,num_est,cod_nodo,nom_est,id_trazado,num_vag,long_est,ancho_est,area_est,cap_biart,cap_art,observac,esta_oper,eta_oper,tipo_esta,ub_est,num_acc,acc_esp,acc_depr,acc_puent,globalid
999032.5739,999872.848200001,424,09108,9108,Hospital,TZ012,2,92.37,0,0,0,96,Valores de capacidad de buses en proceso de actualización,1,1,4,CL 4 - CL 2,2,2,0,0,{4791E394-A31F-458C-8A77-EAEE6ACE4209}
996030.9927,1008051.3494,425,06002,6002,Normandía,TZ016,2,106.03,0,0,120,140,Valores de capacidad de buses en proceso de actualización,1,1,4,KR 73A,1,0,0,1,{C0CD130A-8134-4379-AE21-3D319166E293}
990294.7395,999952.447699999,426,07001,7001,Perdomo,TZ010,2,99.24,0,0,72,128,Valores de capacidad de buses en proceso de actualización,1,1,4,Autosur - KR 78C,1,0,0,1,{280340D4-AD6A-4793-969B-524DC36693CC}
998586.5223,999408.052300001,427,09107,9107,Hortúa,TZ012,2,100.45,0,0,72,120,Valores de capacidad de buses en proceso de actualización,1,1,4,CL 1 Sur - CL 3 Sur,2,2,0,0,{AB015145-2D57-4801-B886-242107727977}
995352.0758,992869.206599999,428,09000,9000,Portal Usme,TZ021,1,402.9,0,0,78,132,Valores de capacidad de buses en proceso de actualización,1,1,1,CL 65C Sur,1,1,0,0,{C0CFE265-4F80-4F7E-9280-BCAD09C6842A}
999212.9988,1010470.4748,429,04103,4103,Ferias,TZ005,1,45.75,0,0,72,80,Valores de capacidad de buses en proceso de actualización,1,1,4,TV 67 Bis,1,0,0,1,{A78D90B7-870B-4610-9DA1-A05670EE8F1C}
1001187.9952,1004573.8976,430,09118,9118,Marly,TZ001,3,176.19,0,0,0,0,Valores de capacidad de buses en proceso de actualización,1,3,4,CL 51 - CL 49,2,2,0,0,{D98FA03F-F217-4EEE-9513-3D1E8C9DF00E}
990334.8367,1004089.8812,431,05001,5001,Patio Bonito,TZ009,2,320,0,0,144,160,Valores de capacidad de buses en proceso de actualización,1,3,4,AV Cali - CL 40 Sur,2,2,0,0,{8889C463-F592-4F2E-9A79-B2A7D58A58AB}
993149.6903,997055.6281,432,08000,8000,Portal Tunal,TZ014,1,323.17,0,0,64,88,Valores de capacidad de buses en proceso de actualización,1,1,1,AV Boyaca,2,2,0,0,{655004C4-9389-45CA-A392-AA30EE248E1A}
997569.3458,998538.947799999,433,09105,9105,Fucha,TZ012,2,80.04,0,0,48,96,Valores de capacidad de buses en proceso de actualización,1,1,4,CL 13 Sur - CL 16 Sur,1,1,0,0,{8B9E38E1-9885-4A6D-BC0A-1128AC462630}
998399.5804,1011133.4993,434,04101,4101,Minuto de Dios,TZ005,2,144,0,0,144,152,Valores de capacidad de buses en proceso de actualización,1,1,4,KR 73 A,1,0,0,1,{11CC526C-1DC8-4637-998A-6822609AA24F}
989397.8264,1003669.9051,435,05000,5000,Portal Américas,TZ009,1,369.54,0,0,144,198,Valores de capacidad de buses en proceso de actualización,1,1,1,AV Cali - CL 43 Sur,1,1,0,0,{0A903877-E93A-471B-B525-5D86C2DB5CAB}
1001010.4813,1000705.4429,436,14005,14005,Las Aguas - Centro Colombo Americano,TZ015,1,61.73,0,0,48,72,Valores de capacidad de buses en proceso de actualización,1,1,3,KR 3,3,2,1,0,{256D40C2-C7DC-40F5-B3FB-D3D458352B30}
998139.423,1016655.2383,437,03000,3000,Portal Suba,TZ003,1,526.68,0,0,128,176,Valores de capacidad de buses en proceso de actualización,1,1,1,AV Suba AV Cali,1,1,0,0,{113809B3-5D0D-4F9D-8D96-7CDA515C558F}
1000306.9221,1013831.3248,438,03005,3005,Suba - AV. Boyacá,TZ003,2,176.75,0,0,48,96,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Suba AV Boyaca,2,0,2,0,{84FF98A7-1EFC-4767-870C-CAF807D75798}
994762.2309,997209.9903,439,09004,9004,Santa Lucía,TZ012,2,121.56,0,0,120,152,Valores de capacidad de buses en proceso de actualización,1,1,4,CL 46A Sur - Diagonal 4,2,2,0,0,{E88F7440-C262-4D55-A691-29718411DE03}
1001146.2586,1008867.4574,440,03014,3014,San Martín,TZ003,2,89.37,0,0,60,132,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Suba - CL 81,1,1,0,0,{EFC677E5-85DD-4DD0-8F3A-356C25D17E9A}
1001130.9385,1000933.9576,441,06111,6111,Universidades – CityU,TZ016,2,122.85,0,0,120,140,Valores de capacidad de buses en proceso de actualización,1,1,3,KR 3,2,1,1,0,{0832F185-A62F-437A-8A3B-E734C049FFE4}
997213.7586,1000605.439,442,07113,7113,Santa Isabel,TZ010,2,89.26,0,0,96,144,Valores de capacidad de buses en proceso de actualización,1,1,4,KR 30 AV 3,1,1,0,0,{D4410DCE-8636-439C-8275-07FF3C2F60AC}
1001582.6563,1009784.6023,443,03012,3012,Suba - Calle 95,TZ003,2,89.57,0,0,48,96,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Suba - CL 97,1,1,0,0,{0982A8A0-3003-4CDD-8612-6EC9FAB2E028}
996989.5052,1003258.8183,444,12000,12000,Puente Aranda,TZ009,2,89.2,0,0,48,120,Valores de capacidad de buses en proceso de actualización,1,1,4,CL 13 KR 47,1,1,0,0,{218226BD-8A17-46A9-A01A-8B1721E9D05F}
995908.3633,997855.855699999,445,09101,9101,Quiroga,TZ012,2,86.35,0,0,48,96,Valores de capacidad de buses en proceso de actualización,1,1,4,CL 31 Sur - CL 32 Sur,1,1,0,0,{CAD4F8D4-0FB6-4A4E-98D9-C343326DCF8D}
1001140.9846,1010747.3975,446,03010,3010,Puentelargo,TZ003,2,89.36,0,0,72,128,Valores de capacidad de buses en proceso de actualización,1,2,4,AV Suba TV 48,1,1,0,0,{8B19B29C-6EB5-417F-A51E-B41C093F8BD4}
1000009.4865,1000533.9996,447,10006,10006,San Victorino,TZ018,3,197.8,0,0,168,216,Valores de capacidad de buses en proceso de actualización,1,1,4,KR 10 - CL 12,2,2,0,0,{2B0345E1-1CAB-4581-B4EE-8F552321A4D3}
991193.0158,1000007.3457,448,07002,7002,CC Paseo Villa del Río - Madelena,TZ010,2,89.25,0,0,72,132,Valores de capacidad de buses en proceso de actualización,1,1,4,Autosur - KR 67,1,0,0,1,{1475C90C-BE54-42F2-A192-F9E11836F4BE}
985803.0557,998868.631899999,449,07503,7503,San Mateo - CC Unisur,TZ011,3,123.2,0,0,192,232,Valores de capacidad de buses en proceso de actualización,1,1,2,Soacha,3,0,0,3,{CEE4CFE8-24ED-412E-BB61-E8A2C0AB92BB}
992243.4669,999877.040999999,450,07003,7003,Sevillana,TZ010,2,99.28,0,0,72,132,Valores de capacidad de buses en proceso de actualización,1,1,4,Sevillana,1,0,0,1,{0CF77F4C-D25F-4072-8295-BBE239159C16}
1001408.1085,1009305.5199,451,03013,3013,Rionegro,TZ003,2,89.21,0,0,48,96,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Suba - CL 87,1,1,0,0,{536D51D3-7901-4272-9592-247D98B395D0}
1000848.6403,1011393.6359,452,03009,3009,Suba - Calle 116,TZ003,2,96.6,0,0,72,128,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Suba CLL 114,1,1,0,0,{F8A9E0D6-3BDA-4813-B48F-FF4BF5C31251}
999243.2858,999335.9778,453,10010,10010,San Bernardo,TZ018,2,115.71,0,0,120,144,Valores de capacidad de buses en proceso de actualización,1,1,4,KR 10 - CL 1B Sur,2,2,0,0,{15EE1666-9BC0-4763-BB71-6C3547C2AAE1}
996323.2581,1000129.4759,454,07009,7009,SENA,TZ010,2,100.01,0,0,144,160,Valores de capacidad de buses en proceso de actualización,1,3,4,Autosur - CL 17 S,1,0,0,1,{A05EC730-82B7-47A0-BD5C-B3B52544FA0E}
998968.5838,1001494.1633,455,12004,12004,San Facon Carrera 22,TZ009,2,130.16,0,0,120,152,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Americas - KR 22,2,2,0,0,{AC99EED1-CF77-486C-A0F8-E068A161B7B8}
994663.6954,996510.641100001,456,09003,9003,Socorro,TZ012,2,82.4,0,0,72,128,Valores de capacidad de buses en proceso de actualización,1,2,4,KR 13B - KR 13C,1,1,0,0,{F53D5436-2895-49A0-B119-FA1EE22E3FED}
999613.3057,1015402.8678,457,03003,3003,21 Ángeles,TZ003,2,94.15,0,0,48,96,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Suba - CL 136,1,0,0,1,{453AB397-71F7-455F-A775-B1672587097F}
1000862.7731,1002806.4099,458,09115,9115,Calle 34,TZ001,3,211.1,0,0,120,200,Valores de capacidad de buses en proceso de actualización,1,1,4,AV Calle 34 - CL 3,2,2,0,0,{C5DA8749-5A83-4552-908A-8671113EB17B}
992771.66,999929.823899999,459,07004,7004,Venecia,TZ010,2,105.93,0,0,72,132,Valores de capacidad de buses en proceso de actualización,1,1,4,Autosur - AV 54,1,0,0,1,{51374F0D-5F9C-4777-AF16-79F9D6DA5B1E}
989814.6389,1000082.432,621,07000,7000,Portal Sur - JFK Coop. Financiera,TZ010,1,416.61,0,0,96,132,Valores de capacidad de buses en proceso de actualización,1,1,1,Autosur - KR 82,2,0,0,2,{2E94B83D-6794-4C39-B256-FD48257C8FF1}
